STA,Lat,Long
31150,-6.203557778,106.5082799
31155,-6.203547911,106.5082358
31160,-6.203538043,106.5081917
31165,-6.203528185,106.5081476
31170,-6.203518327,106.5081035
31175,-6.203508478,106.5080594
31180,-6.20349862,106.5080153
31185,-6.203488771,106.5079712
31190,-6.203478895,106.5079271
31195,-6.203469009,106.507883
31200,-6.203459124,106.5078389
31205,-6.203449221,106.5077949
31210,-6.203439308,106.5077508
31215,-6.203429405,106.5077067
31220,-6.203419511,106.5076626
31225,-6.203409607,106.5076185
31230,-6.203399704,106.5075744
31235,-6.2033898,106.5075304
31240,-6.203379897,106.5074863
31245,-6.203369993,106.5074422
31250,-6.203360099,106.5073981
31255,-6.203350232,106.507354
31260,-6.203340365,106.5073099
31265,-6.203330515,106.5072658
31270,-6.203320684,106.5072217
31275,-6.203310844,106.5071776
31280,-6.203300968,106.5071335
31285,-6.203291092,106.5070894
31290,-6.203281206,106.5070454
31295,-6.203271312,106.5070013
31300,-6.203261417,106.5069572
31305,-6.203251541,106.5069131
31310,-6.203241674,106.506869
31315,-6.203231798,106.5068249
31320,-6.20322193,106.5067808
31325,-6.203212054,106.5067367
31330,-6.203202187,106.5066926
31335,-6.20319231,106.5066485
31340,-6.203182407,106.5066045
31345,-6.203172494,106.5065604
31350,-6.203162582,106.5065163
31355,-6.203152669,106.5064722
31360,-6.203142766,106.5064281
31365,-6.203132862,106.506384
31370,-6.203122968,106.50634
31375,-6.203113073,106.5062959
31380,-6.20310317,106.5062518
31385,-6.203093275,106.5062077
31390,-6.203083399,106.5061636
31395,-6.203073549,106.5061195
31400,-6.2030637,106.5060754
31405,-6.203053887,106.5060313
31410,-6.203044074,106.5059872
31415,-6.203034225,106.5059431
31420,-6.203024357,106.505899
31425,-6.20301449,106.5058549
31430,-6.203004659,106.5058108
31435,-6.202994828,106.5057667
31440,-6.202984942,106.5057226
31445,-6.20297503,106.5056786
31450,-6.202965108,106.5056345
31455,-6.202955141,106.5055904
31460,-6.202945174,106.5055463
31465,-6.202935216,106.5055023
31470,-6.202925258,106.5054582
31475,-6.202915309,106.5054141
31480,-6.202905351,106.5053701
31485,-6.202895394,106.505326
31490,-6.202885445,106.5052819
31495,-6.202875505,106.5052378
31500,-6.202865565,106.5051938
31505,-6.202855643,106.5051497
31510,-6.202845722,106.5051056
31515,-6.202835818,106.5050615
31520,-6.202825923,106.5050174
31525,-6.202816038,106.5049733
31530,-6.202806188,106.5049292
31535,-6.202796348,106.5048851
31540,-6.202786508,106.504841
31545,-6.202776667,106.5047969
31550,-6.202766827,106.5047528
31555,-6.202756896,106.5047088
31560,-6.202746956,106.5046647
31565,-6.20273708,106.5046206
31570,-6.202727267,106.5045765
31575,-6.202717444,106.5045324
31580,-6.202707568,106.5044883
31585,-6.202697682,106.5044442
31590,-6.202687815,106.5044001
31595,-6.202677947,106.504356
31600,-6.202668089,106.5043119
31605,-6.20265823,106.5042678
31610,-6.202648372,106.5042238
31615,-6.202638522,106.5041797
31620,-6.202628673,106.5041356
31625,-6.202618814,106.5040915
31630,-6.202608938,106.5040474
31635,-6.202599052,106.5040033
31640,-6.202589167,106.5039592
31645,-6.202579281,106.5039151
31650,-6.202569404,106.503871
31655,-6.202559501,106.5038269
31660,-6.202549606,106.5037829
31665,-6.202539747,106.5037388
31670,-6.202529916,106.5036947
31675,-6.202520094,106.5036506
31680,-6.202510208,106.5036065
31685,-6.202500331,106.5035624
31690,-6.202490446,106.5035183
31695,-6.202480569,106.5034742
31700,-6.202470683,106.5034301
31705,-6.20246077,106.503386
31710,-6.202450858,106.5033419
31715,-6.202440954,106.5032979
31720,-6.202431059,106.5032538
31725,-6.202421164,106.5032097
31730,-6.202411297,106.5031656
31735,-6.202401438,106.5031215
31740,-6.202391589,106.5030774
31745,-6.202381748,106.5030333
31750,-6.202371917,106.5029892
31755,-6.20236204,106.5029451
31760,-6.202352163,106.502901
31765,-6.202342277,106.5028569
31770,-6.202332383,106.5028129
31775,-6.202322497,106.5027688
31780,-6.202312611,106.5027247
31785,-6.202302734,106.5026806
31790,-6.202292867,106.5026365
31795,-6.202283017,106.5025924
31800,-6.202273168,106.5025483
31805,-6.202263273,106.5025042
31810,-6.202253369,106.5024601
31815,-6.202243483,106.5024161
31820,-6.202233606,106.502372
31825,-6.20222373,106.5023279
31830,-6.20221388,106.5022838
31835,-6.20220403,106.5022397
31840,-6.20219419,106.5021956
31845,-6.202184349,106.5021515
31850,-6.202174509,106.5021074
31855,-6.202164632,106.5020633
31860,-6.202154755,106.5020192
31865,-6.202144878,106.5019751
31870,-6.202134992,106.501931
31875,-6.202125098,106.5018869
31880,-6.202115212,106.5018429
31885,-6.202105335,106.5017988
31890,-6.202095458,106.5017547
31895,-6.20208559,106.5017106
31900,-6.202075723,106.5016665
31905,-6.202065828,106.5016224
31910,-6.202055933,106.5015783
31915,-6.202046029,106.5015342
31920,-6.202036125,106.5014901
31925,-6.202026221,106.5014461
31930,-6.202016308,106.501402
31935,-6.202006404,106.5013579
31940,-6.201996491,106.5013138
31945,-6.201986569,106.5012697
31950,-6.201976647,106.5012257
31955,-6.201966734,106.5011816
31960,-6.201956812,106.5011375
31965,-6.201946898,106.5010934
31970,-6.201936985,106.5010493
31975,-6.201927081,106.5010052
31980,-6.201917177,106.5009612
31985,-6.201907273,106.5009171
31990,-6.201897369,106.500873
31995,-6.201887465,106.5008289
32000,-6.201877561,106.5007848
32005,-6.201867621,106.5007408
32010,-6.20185769,106.5006967
32015,-6.201847759,106.5006526
32020,-6.201837818,106.5006085
32025,-6.201827887,106.5005644
32030,-6.201817956,106.5005204
32035,-6.201808016,106.5004763
32040,-6.201798084,106.5004322
32045,-6.201788153,106.5003881
32050,-6.201778222,106.5003441
32055,-6.201768309,106.5003
32060,-6.201758405,106.5002559
32065,-6.201748492,106.5002118
32070,-6.201738588,106.5001677
32075,-6.201728674,106.5001236
32080,-6.201718761,106.5000796
32085,-6.201708857,106.5000355
32090,-6.20169898,106.4999914
32095,-6.201689121,106.4999473
32100,-6.201679271,106.4999032
32105,-6.201669367,106.4998591
32110,-6.201659454,106.499815
32115,-6.201649586,106.4997709
32120,-6.201639745,106.4997268
32125,-6.201629905,106.4996827
32130,-6.201620019,106.4996387
32135,-6.201610142,106.4995946
32140,-6.201600256,106.4995505
32145,-6.201590379,106.4995064
32150,-6.201580493,106.4994623
32155,-6.201570634,106.4994182
32160,-6.201560775,106.4993741
32165,-6.201550916,106.49933
32170,-6.201541075,106.4992859
32175,-6.201531225,106.4992418
32180,-6.201521366,106.4991977
32185,-6.201511507,106.4991536
32190,-6.201501693,106.4991095
32195,-6.201491916,106.4990654
32200,-6.201482138,106.4990213
32205,-6.201472325,106.4989772
32210,-6.20146252,106.4989331
32215,-6.201452706,106.498889
32220,-6.201442893,106.4988449
32225,-6.20143307,106.4988008
32230,-6.201423229,106.4987567
32235,-6.201413379,106.4987126
32240,-6.20140352,106.4986685
32245,-6.201393652,106.4986244
32250,-6.201383784,106.4985803
32255,-6.201373898,106.4985362
32260,-6.201364012,106.4984921
32265,-6.201354144,106.498448
32270,-6.201344303,106.4984039
32275,-6.201334462,106.4983599
32280,-6.20132463,106.4983158
32285,-6.201314798,106.4982717
32290,-6.201304966,106.4982276
32295,-6.201295125,106.4981835
32300,-6.201285293,106.4981394
32305,-6.201275461,106.4980953
32310,-6.20126562,106.4980512
32315,-6.201255798,106.4980071
32320,-6.201245975,106.497963
32325,-6.201236161,106.4979188
32330,-6.201226338,106.4978747
32335,-6.201216524,106.4978306
32340,-6.201206701,106.4977865
32345,-6.201196887,106.4977424
32350,-6.201187065,106.4976983
32355,-6.201177196,106.4976542
32360,-6.201167328,106.4976101
32365,-6.201157433,106.4975661
32370,-6.20114752,106.497522
32375,-6.201137606,106.4974779
32380,-6.201127684,106.4974338
32385,-6.20111777,106.4973897
32390,-6.20110783,106.4973457
32395,-6.20109788,106.4973016
32400,-6.201087931,106.4972575
32405,-6.201078026,106.4972134
32410,-6.201068122,106.4971693
32415,-6.201058218,106.4971253
32420,-6.201048313,106.4970812
32425,-6.201038409,106.4970371
32430,-6.201028495,106.496993
32435,-6.201018591,106.4969489
32440,-6.201008714,106.4969048
32445,-6.200998855,106.4968607
32450,-6.200989004,106.4968167
32455,-6.200979136,106.4967726
32460,-6.200969268,106.4967285
32465,-6.200959391,106.4966844
32470,-6.200949504,106.4966403
32475,-6.200939627,106.4965962
32480,-6.200929732,106.4965521
32485,-6.200919845,106.496508
32490,-6.200909968,106.4964639
32495,-6.200900091,106.4964198
32500,-6.200890214,106.4963758
32505,-6.200880327,106.4963317
32510,-6.200870441,106.4962876
32515,-6.200860564,106.4962435
32520,-6.200850686,106.4961994
32525,-6.200840809,106.4961553
32530,-6.200830932,106.4961112
32535,-6.200821054,106.4960671
32540,-6.200811159,106.496023
32545,-6.200801236,106.495979
32550,-6.200791323,106.4959349
32555,-6.200781436,106.4958908
32560,-6.20077155,106.4958467
32565,-6.2007617,106.4958026
32570,-6.200751877,106.4957585
32575,-6.200742045,106.4957144
32580,-6.200732249,106.4956703
32585,-6.200722453,106.4956262
32590,-6.200712657,106.4955821
32595,-6.200702852,106.495538
32600,-6.200693056,106.4954939
32605,-6.20068326,106.4954498
32610,-6.200673464,106.4954057
32615,-6.200663686,106.4953615
32620,-6.200653908,106.4953174
32625,-6.200644139,106.4952733
32630,-6.200634461,106.4952292
32635,-6.200624792,106.495185
32640,-6.200615132,106.4951409
32645,-6.200605489,106.4950968
32650,-6.200595847,106.4950526
32655,-6.20058625,106.4950085
32660,-6.200576662,106.4949643
32665,-6.200567147,106.4949202
32670,-6.200557695,106.494876
32675,-6.200548252,106.4948318
32680,-6.200538972,106.4947876
32685,-6.2005297,106.4947433
32690,-6.200520483,106.4946991
32695,-6.200511303,106.4946549
32700,-6.200502131,106.4946106
32705,-6.200493168,106.4945663
32710,-6.200484204,106.4945221
32715,-6.200475268,106.4944778
32720,-6.200466331,106.4944335
32725,-6.200457413,106.4943892
32730,-6.20044873,106.4943448
32735,-6.200440047,106.4943005
32740,-6.200431391,106.4942562
32745,-6.200422753,106.4942118
32750,-6.200414124,106.4941675
32755,-6.200405631,106.4941231
32760,-6.200397147,106.4940787
32765,-6.200388781,106.4940343
32770,-6.200380532,106.4939899
32775,-6.200372274,106.4939455
32780,-6.200364034,106.493901
32785,-6.200355803,106.4938566
32790,-6.200347609,106.4938122
32795,-6.200339469,106.4937677
32800,-6.200331328,106.4937233
32805,-6.200323414,106.4936788
32810,-6.2003155,106.4936343
32815,-6.200307586,106.4935898
32820,-6.200299681,106.4935454
32825,-6.200291776,106.4935009
32830,-6.200283916,106.4934564
32835,-6.200276048,106.4934119
32840,-6.200268215,106.4933674
32845,-6.200260409,106.4933229
32850,-6.200252613,106.4932784
32855,-6.200245224,106.4932338
32860,-6.200237825,106.4931892
32865,-6.200230554,106.4931446
32870,-6.20022339,106.4931
32875,-6.200216227,106.4930554
32880,-6.200209245,106.4930108
32885,-6.200202263,106.4929661
32890,-6.200195516,106.4929215
32895,-6.200188977,106.4928768
32900,-6.200182447,106.4928321
32905,-6.200176107,106.4927873
32910,-6.200169767,106.4927426
32915,-6.200163436,106.4926978
32920,-6.200157096,106.4926531
32925,-6.200150765,106.4926084
32930,-6.200144579,106.4925636
32935,-6.200138393,106.4925189
32940,-6.200132397,106.4924741
32945,-6.200126582,106.4924293
32950,-6.200120767,106.4923845
32955,-6.200115304,106.4923396
32960,-6.200109833,106.4922948
32965,-6.200104506,106.4922499
32970,-6.200099315,106.492205
32975,-6.200094124,106.4921601
32980,-6.200089023,106.4921152
32985,-6.200083923,106.4920704
32990,-6.200078958,106.4920254
32995,-6.200074128,106.4919805
33000,-6.20006929,106.4919356
33005,-6.200064768,106.4918906
33010,-6.200060247,106.4918457
33015,-6.20005587,106.4918007
33020,-6.200051638,106.4917557
33025,-6.200047396,106.4917108
33030,-6.200043508,106.4916657
33035,-6.200039619,106.4916207
33040,-6.200035803,106.4915757
33045,-6.200032078,106.4915307
33050,-6.200028352,106.4914857
33055,-6.200024934,106.4914406
33060,-6.200021515,106.4913956
33065,-6.200018188,106.4913505
33070,-6.20001495,106.4913054
33075,-6.200011713,106.4912604
33080,-6.200008865,106.4912153
33085,-6.200006016,106.4911702
33090,-6.200003304,106.4911251
33095,-6.200000745,106.49108
33100,-6.199998186,106.4910349
33105,-6.19999588,106.4909897
33110,-6.199993584,106.4909446
33115,-6.199991441,106.4908995
33120,-6.199989461,106.4908544
33125,-6.19998748,106.4908092
33130,-6.199985781,106.4907641
33135,-6.199984081,106.4907189
33140,-6.199982517,106.4906738
33145,-6.199981116,106.4906286
33150,-6.199979714,106.4905834
33155,-6.199978548,106.4905383
33160,-6.1999774,106.4904931
33165,-6.199976487,106.4904479
33170,-6.199975864,106.4904028
33175,-6.199975231,106.4903576
33180,-6.199974797,106.4903124
33185,-6.199974373,106.4902672
33190,-6.199974011,106.4902221
33195,-6.199973723,106.4901769
33200,-6.199973443,106.4901317
33205,-6.199973371,106.4900865
33210,-6.199973308,106.4900413
33215,-6.199973417,106.4899961
33220,-6.199973725,106.489951
33225,-6.199974042,106.4899058
33230,-6.199974657,106.4898606
33235,-6.199975281,106.4898154
33240,-6.199975996,106.4897703
33245,-6.19997681,106.4897251
33250,-6.199977634,106.4896799
33255,-6.199978764,106.4896347
33260,-6.199979904,106.4895896
33265,-6.199981189,106.4895444
33270,-6.199982627,106.4894993
33275,-6.199984065,106.4894541
33280,-6.199985756,106.4894089
33285,-6.199987475,106.4893638
33290,-6.199989248,106.4893187
33295,-6.199991111,106.4892735
33300,-6.199992974,106.4892284
33305,-6.199995108,106.4891832
33310,-6.199997252,106.4891381
33315,-6.19999954,106.489093
33320,-6.200002009,106.4890479
33325,-6.200004478,106.4890028
33330,-6.200007263,106.4889577
33335,-6.200010076,106.4889126
33340,-6.200013006,106.4888675
33345,-6.200016099,106.4888224
33350,-6.200019191,106.4887773
33355,-6.200022592,106.4887323
33360,-6.20002601,106.4886872
33365,-6.200029492,106.4886422
33370,-6.200033045,106.4885971
33375,-6.200036608,106.4885521
33380,-6.200040497,106.4885071
33385,-6.200044403,106.4884621
33390,-6.2000484,106.4884171
33395,-6.200052497,106.4883721
33400,-6.200056602,106.4883271
33405,-6.20006106,106.4882821
33410,-6.200065554,106.4882372
33415,-6.200070211,106.4881922
33420,-6.200075076,106.4881473
33425,-6.20007994,106.4881024
33430,-6.20008514,106.4880575
33435,-6.200090375,106.4880126
33440,-6.200095656,106.4879677
33445,-6.200101018,106.4879229
33450,-6.20010638,106.487878
33455,-6.200111986,106.4878332
33460,-6.200117619,106.4877884
33465,-6.200123298,106.4877435
33470,-6.200129048,106.4876987
33475,-6.200134799,106.4876539
33480,-6.200140956,106.4876092
33485,-6.200147159,106.4875644
33490,-6.200153488,106.4875197
33495,-6.200159998,106.4874749
33500,-6.200166508,106.4874302
33505,-6.200173281,106.4873856
33510,-6.200180071,106.4873409
33515,-6.20018696,106.4872962
33520,-6.200193995,106.4872516
33525,-6.200201029,106.487207
33530,-6.200208443,106.4871624
33535,-6.200215884,106.4871178
33540,-6.200223343,106.4870733
33545,-6.200230838,106.4870287
33550,-6.200238325,106.4869842
33555,-6.200246308,106.4869397
33560,-6.200254346,106.4868952
33565,-6.200262483,106.4868508
33570,-6.200270773,106.4868064
33575,-6.200279055,106.486762
33580,-6.200287337,106.4867175
33585,-6.200295618,106.4866731
33590,-6.200304053,106.4866287
33595,-6.200312715,106.4865844
33600,-6.200321367,106.4865401
33605,-6.20033039,106.4864958
33610,-6.200339458,106.4864515
33615,-6.200348607,106.4864073
33620,-6.200357874,106.486363
33625,-6.200367149,106.4863188
33630,-6.200376624,106.4862746
33635,-6.200386126,106.4862305
33640,-6.200395736,106.4861863
33645,-6.200405509,106.4861422
33650,-6.200415273,106.4860981
33655,-6.200425516,106.4860541
33660,-6.200435822,106.4860101
33665,-6.200446209,106.4859661
33670,-6.200456732,106.4859222
33675,-6.200467255,106.4858782
33680,-6.200477778,106.4858343
33685,-6.200488301,106.4857904
33690,-6.200498977,106.4857465
33695,-6.200509889,106.4857026
33700,-6.200520809,106.4856588
33705,-6.200531965,106.485615
33710,-6.200543148,106.4855712
33715,-6.200554421,106.4855275
33720,-6.200565856,106.4854837
33725,-6.200577292,106.48544
33730,-6.200589044,106.4853964
33735,-6.200600841,106.4853528
33740,-6.20061271,106.4853092
33745,-6.200624706,106.4852656
33750,-6.200636702,106.4852221
33755,-6.200648834,106.4851785
33760,-6.200660992,106.485135
33765,-6.20067325,106.4850915
33770,-6.200685698,106.4850481
33775,-6.200698145,106.4850047
33780,-6.200710729,106.4849613
33785,-6.200723348,106.4849179
33790,-6.200736103,106.4848745
33795,-6.20074912,106.4848313
33800,-6.200762128,106.484788
33805,-6.200775316,106.4847448
33810,-6.200788541,106.4847016
33815,-6.200801929,106.4846584
33820,-6.200815623,106.4846154
33825,-6.200829309,106.4845723
33830,-6.200843292,106.4845293
33835,-6.200857312,106.4844864
33840,-6.200871422,106.4844435
33845,-6.200885677,106.4844006
33850,-6.200899923,106.4843577
33855,-6.200914566,106.4843149
33860,-6.200929273,106.4842722
33865,-6.200944033,106.4842295
33870,-6.200958884,106.4841868
33875,-6.200973726,106.4841442
33880,-6.200988921,106.4841016
33885,-6.201004178,106.4840591
33890,-6.201019454,106.4840166
33895,-6.201034765,106.483974
33900,-6.201050077,106.4839315
33905,-6.201065515,106.4838891
33910,-6.20108099,106.4838466
33915,-6.201096518,106.4838042
33920,-6.201112155,106.4837618
33925,-6.201127801,106.4837194
33930,-6.201143673,106.4836771
33935,-6.20115959,106.4836348
33940,-6.201175561,106.4835925
33945,-6.201191641,106.4835503
33950,-6.201207711,106.4835081
33955,-6.201224125,106.483466
33960,-6.201240611,106.4834239
33965,-6.20125717,106.4833819
33970,-6.201273864,106.4833399
33975,-6.201290567,106.4832979
33980,-6.20130745,106.483256
33985,-6.20132437,106.4832141
33990,-6.201341344,106.4831722
33995,-6.201358417,106.4831304
34000,-6.20137549,106.4830885
34005,-6.201392708,106.4830467
34010,-6.201409944,106.483005
34015,-6.201427279,106.4829632
34020,-6.201444777,106.4829216
34025,-6.201462274,106.4828799
34030,-6.201480007,106.4828384
34035,-6.201497803,106.4827968
34040,-6.201515707,106.4827553
34045,-6.201533846,106.4827139
34050,-6.201551976,106.4826726
34055,-6.201570395,106.4826313
34060,-6.201588878,106.4825901
34065,-6.201607405,106.4825488
34070,-6.201626014,106.4825077
34075,-6.201644631,106.4824665
34080,-6.201663394,106.4824254
34085,-6.201682192,106.4823843
34090,-6.201701027,106.4823432
34095,-6.201719933,106.4823022
34100,-6.20173884,106.4822611
34105,-6.20175781,106.4822201
34110,-6.201776789,106.4821791
34115,-6.20179584,106.4821381
34120,-6.201815036,106.4820972
34125,-6.201834241,106.4820563
34130,-6.201853527,106.4820155
34135,-6.201872831,106.4819746
34140,-6.201892153,106.4819338
34145,-6.201911511,106.4818929
34150,-6.201930861,106.4818521
34155,-6.201950327,106.4818113
34160,-6.201969821,106.4817705
34165,-6.201989324,106.4817298
34170,-6.202008872,106.481689
34175,-6.20202842,106.4816483
34180,-6.202048194,106.4816077
34185,-6.202068021,106.4815671
34190,-6.202087849,106.4815265
34195,-6.202107677,106.4814858
34200,-6.202127505,106.4814452
34205,-6.202147541,106.4814047
34210,-6.202167621,106.4813643
34215,-6.20218772,106.4813238
34220,-6.202207891,106.4812834
34225,-6.202228062,106.4812429
34230,-6.202248233,106.4812025
34235,-6.202268404,106.481162
34240,-6.202288594,106.4811216
34245,-6.202308846,106.4810812
34250,-6.202329098,106.4810408
34255,-6.202349504,106.4810005
34260,-6.202369955,106.4809602
34265,-6.202390424,106.4809199
34270,-6.202410956,106.4808797
34275,-6.202431498,106.4808394
34280,-6.202452066,106.4807992
34285,-6.202472652,106.480759
34290,-6.202493257,106.4807187
34295,-6.202513916,106.4806785
34300,-6.202534565,106.4806383
34305,-6.202555323,106.4805982
34310,-6.202576117,106.4805581
34315,-6.202596902,106.480518
34320,-6.202617688,106.4804778
34325,-6.202638473,106.4804377
34330,-6.20265933,106.4803976
34335,-6.202680205,106.4803575
34340,-6.202701081,106.4803175
34345,-6.202721938,106.4802774
34350,-6.202742795,106.4802373
34355,-6.202763644,106.4801972
34360,-6.202784501,106.4801571
34365,-6.202805376,106.480117
34370,-6.202826288,106.480077
34375,-6.202847208,106.4800369
34380,-6.202868138,106.4799969
34385,-6.202889076,106.4799568
34390,-6.202910024,106.4799168
34395,-6.20293099,106.4798768
34400,-6.202951964,106.4798367
34405,-6.202972993,106.4797967
34410,-6.202994031,106.4797567
34415,-6.203015069,106.4797167
34420,-6.203036107,106.4796767
34425,-6.203057136,106.4796368
34430,-6.203078137,106.4795967
34435,-6.20309913,106.4795567
34440,-6.203120123,106.4795167
34445,-6.203141125,106.4794767
34450,-6.203162117,106.4794367
34455,-6.203183065,106.4793966
34460,-6.203204003,106.4793566
34465,-6.203224924,106.4793165
34470,-6.203245817,106.4792765
34475,-6.20326672,106.4792364
34480,-6.203287613,106.4791963
34485,-6.203308506,106.4791563
34490,-6.203329382,106.4791162
34495,-6.203350212,106.4790761
34500,-6.203371051,106.479036
34505,-6.2033918,106.4789958
34510,-6.203412531,106.4789557
34515,-6.203433261,106.4789155
34520,-6.203453974,106.4788754
34525,-6.203474696,106.4788352
34530,-6.203495373,106.478795
34535,-6.20351604,106.4787549
34540,-6.203536699,106.4787147
34545,-6.203557348,106.4786745
34550,-6.203577998,106.4786343
34555,-6.203598584,106.478594
34560,-6.203619152,106.4785538
34565,-6.203639702,106.4785136
34570,-6.203660235,106.4784733
34575,-6.203680767,106.4784331
34580,-6.203701227,106.4783928
34585,-6.203721668,106.4783525
34590,-6.203742074,106.4783121
34595,-6.203762389,106.4782718
34600,-6.203782696,106.4782314
34605,-6.203803002,106.478191
34610,-6.20382329,106.4781507
34615,-6.20384357,106.4781103
34620,-6.203863786,106.4780699
34625,-6.203884011,106.4780295
34630,-6.203904191,106.477989
34635,-6.203924361,106.4779486
34640,-6.203944487,106.4779081
34645,-6.203964486,106.4778676
34650,-6.203984495,106.4778271
34655,-6.204004386,106.4777865
34660,-6.20402424,106.4777459
34665,-6.204044077,106.4777053
34670,-6.204063896,106.4776647
34675,-6.204083714,106.4776241
34680,-6.204103407,106.4775834
34685,-6.204123081,106.4775427
34690,-6.204142701,106.477502
34695,-6.20416223,106.4774613
34700,-6.20418176,106.4774205
34705,-6.204201181,106.4773797
34710,-6.204220566,106.4773389
34715,-6.20423987,106.4772981
34720,-6.204258957,106.4772571
34725,-6.204278053,106.4772161
34730,-6.204297086,106.4771752
34735,-6.20431611,106.4771342
34740,-6.20433508,106.4770932
34745,-6.204353941,106.4770521
34750,-6.204372802,106.477011
34755,-6.204391537,106.4769699
34760,-6.204410245,106.4769288
34765,-6.204428853,106.4768876
34770,-6.204447236,106.4768463
34775,-6.204465627,106.476805
34780,-6.204483865,106.4767637
34785,-6.204502067,106.4767223
34790,-6.204520242,106.476681
34795,-6.204538381,106.4766396
34800,-6.20455651,106.4765982
34805,-6.204574469,106.4765567
34810,-6.20459239,106.4765152
34815,-6.20461024,106.4764737
34820,-6.204627954,106.4764322
34825,-6.204645659,106.4763906
34830,-6.204663112,106.4763489
34835,-6.2046805,106.4763072
34840,-6.204697844,106.4762655
34845,-6.204715089,106.4762237
34850,-6.204732333,106.4761819
34855,-6.204749388,106.4761401
34860,-6.204766407,106.4760982
34865,-6.204783353,106.4760563
34870,-6.204800155,106.4760144
34875,-6.204816947,106.4759725
34880,-6.204833605,106.4759304
34885,-6.204850226,106.4758884
34890,-6.204866865,106.4758464
34895,-6.204883504,106.4758044
34900,-6.204900152,106.4757624
34905,-6.204916403,106.4757202
34910,-6.204932582,106.475678
34915,-6.204948643,106.4756358
34920,-6.20496446,106.4755935
34925,-6.204980286,106.4755512
34930,-6.204995787,106.4755087
34935,-6.205011243,106.4754663
34940,-6.205026599,106.4754238
34945,-6.205041793,106.4753812
34950,-6.205056986,106.4753387
34955,-6.205071927,106.475296
34960,-6.205086814,106.4752533
34965,-6.205101673,106.4752107
34970,-6.20511646,106.475168
34975,-6.205131248,106.4751253
34980,-6.205145845,106.4750825
34985,-6.205160424,106.4750397
34990,-6.205174895,106.4749969
34995,-6.205189195,106.4749541
35000,-6.205203494,106.4749112
35005,-6.20521745,106.4748682
35010,-6.205231343,106.4748252
35015,-6.205245208,106.4747822
35020,-6.205259002,106.4747392
35025,-6.205272804,106.4746962
35030,-6.205286317,106.4746531
35035,-6.205299785,106.4746099
35040,-6.205313208,106.4745668
35045,-6.205326559,106.4745236
35050,-6.205339909,106.4744805
35055,-6.20535298,106.4744372
35060,-6.205365996,106.4743939
35065,-6.205378867,106.4743506
35070,-6.205391495,106.4743072
35075,-6.205404114,106.4742638
35080,-6.205416624,106.4742204
35085,-6.205429116,106.474177
35090,-6.205441482,106.4741335
35095,-6.20545363,106.47409
35100,-6.20546577,106.4740465
35105,-6.205477747,106.4740029
35110,-6.205489706,106.4739594
35115,-6.205501539,106.4739158
35120,-6.205513145,106.4738721
35125,-6.205524752,106.4738284
35130,-6.205536096,106.4737847
35135,-6.205547405,106.4737409
35140,-6.205558595,106.4736972
35145,-6.205569606,106.4736533
35150,-6.205580607,106.4736095
35155,-6.205591418,106.4735656
35160,-6.205602202,106.4735218
35165,-6.205612887,106.4734779
35170,-6.205623436,106.4734339
35175,-6.205633976,106.47339
35180,-6.205644092,106.473346
35185,-6.205654153,106.4733019
35190,-6.205664132,106.4732578
35195,-6.205673977,106.4732137
35200,-6.205683812,106.4731696
35205,-6.205693448,106.4731255
35210,-6.205703058,106.4730813
35215,-6.205712522,106.4730372
35220,-6.205721752,106.4729929
35225,-6.205730982,106.4729487
35230,-6.205740103,106.4729044
35235,-6.205749197,106.4728602
35240,-6.205758228,106.4728159
35245,-6.205767159,106.4727716
35250,-6.205776081,106.4727273
35255,-6.205784814,106.472683
35260,-6.205793519,106.4726387
35265,-6.205802062,106.4725943
35270,-6.205810352,106.4725499
35275,-6.205818632,106.4725055
35280,-6.205826551,106.472461
35285,-6.205834434,106.4724165
35290,-6.205842181,106.472372
35295,-6.20584973,106.4723274
35300,-6.205857278,106.4722829
35305,-6.205864664,106.4722383
35310,-6.205872032,106.4721937
35315,-6.205879327,106.4721491
35320,-6.205886514,106.4721045
35325,-6.205893701,106.4720599
35330,-6.205900553,106.4720153
35335,-6.205907378,106.4719706
35340,-6.205914113,106.4719259
35345,-6.20592074,106.4718812
35350,-6.205927366,106.4718365
35355,-6.205933667,106.4717918
35360,-6.205939941,106.471747
35365,-6.205946142,106.4717023
35370,-6.205952235,106.4716575
35375,-6.205958328,106.4716127
35380,-6.205964204,106.471568
35385,-6.205970071,106.4715232
35390,-6.20597583,106.4714783
35395,-6.205981453,106.4714335
35400,-6.205987067,106.4713887
35405,-6.205992355,106.4713438
35410,-6.205997616,106.4712989
35415,-6.206002778,106.471254
35420,-6.206007805,106.4712091
35425,-6.20601284,106.4711642
35430,-6.206017568,106.4711193
35435,-6.206022278,106.4710744
35440,-6.206026779,106.4710294
35445,-6.206031001,106.4709844
35450,-6.206035223,106.4709394
35455,-6.206039227,106.4708944
35460,-6.206043214,106.4708494
35465,-6.206047038,106.4708044
35470,-6.206050662,106.4707594
35475,-6.206054278,106.4707143
35480,-6.20605774,106.4706693
35485,-6.206061184,106.4706242
35490,-6.206064493,106.4705792
35495,-6.206067629,106.4705341
35500,-6.206070766,106.470489
35505,-6.206073749,106.4704439
35510,-6.206076723,106.4703989
35515,-6.20607948,106.4703538
35520,-6.206081983,106.4703087
35525,-6.206084487,106.4702635
35530,-6.206086792,106.4702184
35535,-6.206089087,106.4701733
35540,-6.206091229,106.4701282
