STA,Lat,Long
54835,-6.15161335,106.3100111
54840,-6.151594921,106.3099698
54845,-6.151576482,106.3099286
54850,-6.151558043,106.3098873
54855,-6.151539568,106.3098461
54860,-6.151521102,106.3098048
54865,-6.151502626,106.3097636
54870,-6.15148416,106.3097223
54875,-6.151465694,106.3096811
54880,-6.151447246,106.3096399
54885,-6.151428798,106.3095986
54890,-6.151410368,106.3095574
54895,-6.151391938,106.3095161
54900,-6.151373509,106.3094748
54905,-6.151355079,106.3094336
54910,-6.151336658,106.3093923
54915,-6.151318255,106.309351
54920,-6.151299861,106.3093098
54925,-6.151281477,106.3092685
54930,-6.151263092,106.3092272
54935,-6.151244716,106.3091859
54940,-6.151226341,106.3091447
54945,-6.151207965,106.3091034
54950,-6.151189608,106.3090621
54955,-6.151171286,106.3090208
54960,-6.151152956,106.3089795
54965,-6.151134698,106.3089381
54970,-6.151116458,106.3088968
54975,-6.151098209,106.3088555
54980,-6.151079906,106.3088141
54985,-6.151061612,106.3087728
54990,-6.1510432,106.3087316
54995,-6.151024734,106.3086903
55000,-6.151006349,106.308649
55005,-6.150988209,106.3086077
55010,-6.150970069,106.3085663
55015,-6.150951992,106.3085249
55020,-6.150933933,106.3084834
55025,-6.150915856,106.308442
55030,-6.150897689,106.3084006
55035,-6.15087953,106.3083593
55040,-6.150861435,106.3083179
55045,-6.150843367,106.3082764
55050,-6.150825309,106.308235
55055,-6.150807268,106.3081936
55060,-6.150789227,106.3081522
55065,-6.150771168,106.3081107
55070,-6.150753101,106.3080693
55075,-6.150735033,106.3080279
55080,-6.150716929,106.3079865
55085,-6.150698824,106.3079451
55090,-6.150680775,106.3079037
55095,-6.150662761,106.3078622
55100,-6.150644748,106.3078208
55105,-6.150626806,106.3077793
55110,-6.150608856,106.3077379
55115,-6.150590942,106.3076964
55120,-6.150573037,106.3076549
55125,-6.150555141,106.3076134
55130,-6.150537273,106.3075719
55135,-6.150519404,106.3075304
55140,-6.150501635,106.3074888
55145,-6.15048392,106.3074473
55150,-6.15046625,106.3074057
55155,-6.150448753,106.307364
55160,-6.150431255,106.3073224
55165,-6.150414002,106.3072806
55170,-6.150396857,106.3072388
55175,-6.150379722,106.307197
55180,-6.150362668,106.3071551
55185,-6.150345623,106.3071133
55190,-6.150328786,106.3070714
55195,-6.150312049,106.3070294
55200,-6.150295393,106.3069874
55205,-6.150279055,106.3069453
55210,-6.150262716,106.3069031
55215,-6.150246666,106.3068609
55220,-6.150230753,106.3068186
55225,-6.150214939,106.3067763
55230,-6.15019956,106.3067338
55235,-6.150184181,106.3066913
55240,-6.150168928,106.3066488
55245,-6.15015373,106.3066062
55250,-6.150138595,106.3065636
55255,-6.150123786,106.306521
55260,-6.150108986,106.3064783
55265,-6.150094493,106.3064355
55270,-6.150080173,106.3063926
55275,-6.150065916,106.3063497
55280,-6.150052048,106.3063067
55285,-6.150038171,106.3062637
55290,-6.150024602,106.3062206
55295,-6.150011187,106.3061775
55300,-6.149997817,106.3061343
55305,-6.149984664,106.3060911
55310,-6.149971512,106.3060479
55315,-6.149958567,106.3060046
55320,-6.14994574,106.3059613
55325,-6.149932958,106.3059179
55330,-6.149920466,106.3058745
55335,-6.149907974,106.3058311
55340,-6.149895799,106.3057876
55345,-6.149883795,106.305744
55350,-6.149871864,106.3057004
55355,-6.14986035,106.3056567
55360,-6.149848835,106.305613
55365,-6.149837574,106.3055693
55370,-6.149826466,106.3055255
55375,-6.149815395,106.3054817
55380,-6.149804595,106.3054378
55385,-6.149793795,106.3053939
55390,-6.149783285,106.30535
55395,-6.149772965,106.305306
55400,-6.149762672,106.305262
55405,-6.149752686,106.3052179
55410,-6.149742692,106.3051739
55415,-6.149733104,106.3051297
55420,-6.14972378,106.3050855
55425,-6.1497145,106.3050413
55430,-6.149705727,106.304997
55435,-6.149696954,106.3049527
55440,-6.149688489,106.3049083
55445,-6.149680232,106.3048639
55450,-6.14967202,106.3048194
55455,-6.149664296,106.3047749
55460,-6.149656582,106.3047304
55465,-6.149649166,106.3046858
55470,-6.149641986,106.3046412
55475,-6.149634823,106.3045966
55480,-6.149627851,106.304552
55485,-6.149620888,106.3045073
55490,-6.149614078,106.3044627
55495,-6.149607395,106.304418
55500,-6.149600721,106.3043733
55505,-6.149594264,106.3043286
55510,-6.149587808,106.3042839
55515,-6.149581541,106.3042391
55520,-6.149575419,106.3041943
55525,-6.149569315,106.3041496
55530,-6.149563437,106.3041048
55535,-6.149557559,106.30406
55540,-6.149551709,106.3040152
55545,-6.149545867,106.3039704
55550,-6.149540062,106.3039256
55555,-6.149534691,106.3038807
55560,-6.14952931,106.3038359
55565,-6.149523975,106.303791
55570,-6.149518659,106.3037461
55575,-6.149513351,106.3037013
55580,-6.149508133,106.3036564
55585,-6.149502916,106.3036115
55590,-6.14949778,106.3035666
55595,-6.149492707,106.3035217
55600,-6.149487626,106.3034768
55605,-6.14948249,106.3034319
55610,-6.149477354,106.303387
55615,-6.149472181,106.3033422
55620,-6.149466982,106.3032973
55625,-6.149461783,106.3032524
55630,-6.149456574,106.3032075
55635,-6.149451366,106.3031626
55640,-6.149446311,106.3031177
55645,-6.149441374,106.3030728
55650,-6.149436437,106.3030279
55655,-6.1494315,106.302983
55660,-6.149426563,106.3029381
55665,-6.149421581,106.3028932
55670,-6.149416563,106.3028483
55675,-6.149411544,106.3028034
55680,-6.149406499,106.3027585
55685,-6.149401444,106.3027136
55690,-6.14939638,106.3026687
55695,-6.149391289,106.3026238
55700,-6.149386199,106.3025789
55705,-6.149381081,106.302534
55710,-6.149375963,106.3024891
55715,-6.149370736,106.3024443
55720,-6.149365437,106.3023994
55725,-6.14936012,106.3023545
55730,-6.149354532,106.3023097
55735,-6.149348943,106.3022649
55740,-6.149343273,106.30222
55745,-6.149337522,106.3021752
55750,-6.149331753,106.3021304
55755,-6.149325576,106.3020857
55760,-6.1493194,106.3020409
55765,-6.14931306,106.3019962
55770,-6.149306594,106.3019514
55775,-6.149300119,106.3019067
55780,-6.149293509,106.301862
55785,-6.149286898,106.3018173
55790,-6.149280124,106.3017727
55795,-6.149273242,106.301728
55800,-6.149266342,106.3016834
55805,-6.149259143,106.3016388
55810,-6.149251935,106.3015942
55815,-6.149244483,106.3015496
55820,-6.14923684,106.3015051
55825,-6.149229153,106.3014605
55830,-6.14922095,106.3014161
55835,-6.149212747,106.3013717
55840,-6.149204362,106.3013273
55845,-6.149195852,106.3012829
55850,-6.149187295,106.3012385
55855,-6.14917835,106.3011943
55860,-6.149169414,106.30115
55865,-6.149160198,106.3011057
55870,-6.149150809,106.3010615
55875,-6.149141357,106.3010174
55880,-6.149131398,106.3009733
55885,-6.149121431,106.3009292
55890,-6.149111092,106.3008852
55895,-6.1491005,106.3008413
55900,-6.149089844,106.3007974
55905,-6.149078619,106.3007536
55910,-6.149067393,106.3007099
55915,-6.149055842,106.3006662
55920,-6.149044101,106.3006226
55925,-6.149032296,106.3005789
55930,-6.149020011,106.3005355
55935,-6.149007736,106.300492
55940,-6.14899528,106.3004486
55945,-6.148982724,106.3004051
55950,-6.148970059,106.3003618
55955,-6.148956643,106.3003186
55960,-6.148943237,106.3002755
55965,-6.148929486,106.3002324
55970,-6.148915563,106.3001895
55975,-6.148901541,106.3001465
55980,-6.148887048,106.3001037
55985,-6.148872556,106.3000609
55990,-6.148857646,106.3000183
55995,-6.148842511,106.2999757
56000,-6.148827321,106.2999331
56005,-6.148811841,106.2998907
56010,-6.148796362,106.2998482
56015,-6.148780421,106.2998059
56020,-6.148764262,106.2997637
56025,-6.148747995,106.2997216
56030,-6.148731276,106.2996796
56035,-6.148714556,106.2996376
56040,-6.148697465,106.2995958
56045,-6.148680202,106.299554
56050,-6.14866284,106.2995123
56055,-6.148645042,106.2994708
56060,-6.148627245,106.2994293
56065,-6.148609086,106.2993879
56070,-6.148590773,106.2993466
56075,-6.148572324,106.2993053
56080,-6.148553314,106.2992643
56085,-6.148534304,106.2992233
56090,-6.148514977,106.2991825
56095,-6.148495541,106.2991417
56100,-6.148475951,106.299101
56105,-6.148455881,106.2990605
56110,-6.148435812,106.29902
56115,-6.148415425,106.2989797
56120,-6.148394903,106.2989394
56125,-6.14837429,106.2988992
56130,-6.148353351,106.2988592
56135,-6.148332412,106.2988191
56140,-6.148311228,106.2987792
56145,-6.148289963,106.2987393
56150,-6.148268553,106.2986995
56155,-6.148246745,106.29866
56160,-6.148224928,106.2986204
56165,-6.148202847,106.298581
56170,-6.148180695,106.2985416
56175,-6.148158434,106.2985022
56180,-6.148135892,106.2984631
56185,-6.14811335,106.2984239
56190,-6.148090563,106.2983849
56195,-6.148067714,106.2983459
56200,-6.148044809,106.2983069
56205,-6.148021778,106.2982681
56210,-6.147998747,106.2982292
56215,-6.147975544,106.2981904
56220,-6.147952296,106.2981516
56225,-6.147928939,106.298113
56230,-6.147905283,106.2980745
56235,-6.147881627,106.2980359
56240,-6.147857835,106.2979975
56245,-6.147833998,106.2979591
56250,-6.147810079,106.2979208
56255,-6.147785916,106.2978826
56260,-6.147761753,106.2978444
56265,-6.147737345,106.2978064
56270,-6.147712874,106.2977684
56275,-6.147688366,106.2977304
56280,-6.147663813,106.2976925
56285,-6.147639252,106.2976545
56290,-6.147614563,106.2976167
56295,-6.147589829,106.2975789
56300,-6.147565113,106.297541
56305,-6.147540397,106.2975032
56310,-6.147515682,106.2974654
56315,-6.147490884,106.2974276
56320,-6.147466069,106.2973898
56325,-6.147441244,106.297352
56330,-6.147416402,106.2973143
56335,-6.147391559,106.2972765
56340,-6.147366698,106.2972388
56345,-6.147341828,106.2972011
56350,-6.147316931,106.2971634
56355,-6.147291989,106.2971257
56360,-6.147267047,106.297088
56365,-6.147242159,106.2970503
56370,-6.14721728,106.2970125
56375,-6.147192392,106.2969748
56380,-6.147167477,106.2969371
56385,-6.147142552,106.2968994
56390,-6.147117592,106.2968617
56395,-6.147092613,106.2968241
56400,-6.147067662,106.2967864
56405,-6.147042756,106.2967487
56410,-6.14701785,106.296711
56415,-6.146992916,106.2966733
56420,-6.146967983,106.2966356
56425,-6.146943059,106.2965979
56430,-6.146918153,106.2965602
56435,-6.146893238,106.2965225
56440,-6.146868304,106.2964848
56445,-6.146843362,106.2964471
56450,-6.146818465,106.2964094
56455,-6.146793667,106.2963716
56460,-6.146768861,106.2963338
56465,-6.146744063,106.2962961
56470,-6.146719257,106.2962583
56475,-6.146694441,106.2962205
56480,-6.146669571,106.2961828
56485,-6.146644702,106.296145
56490,-6.146619958,106.2961072
56495,-6.146595242,106.2960694
56500,-6.146570545,106.2960315
56505,-6.146545883,106.2959937
56510,-6.146521212,106.2959558
56515,-6.146496587,106.2959179
56520,-6.146471971,106.29588
56525,-6.146447372,106.2958421
56530,-6.146422847,106.2958041
56535,-6.146398312,106.2957662
56540,-6.146373868,106.2957282
56545,-6.146349442,106.2956902
56550,-6.146325061,106.2956521
56555,-6.146300761,106.295614
56560,-6.146276471,106.2955759
56565,-6.146252281,106.2955377
56570,-6.146228108,106.2954995
56575,-6.146203972,106.2954613
56580,-6.146179908,106.2954231
56585,-6.146155835,106.2953848
56590,-6.146131844,106.2953465
56595,-6.14610787,106.2953082
56600,-6.146083942,106.2952699
56605,-6.146060141,106.2952315
56610,-6.14603634,106.2951931
56615,-6.146012702,106.2951546
56620,-6.1459891,106.295116
56625,-6.145965552,106.2950774
56630,-6.145942105,106.2950388
56635,-6.145918666,106.2950002
56640,-6.145895354,106.2949615
56645,-6.145872069,106.2949227
56650,-6.145848838,106.294884
56655,-6.145825752,106.2948451
56660,-6.145802667,106.2948063
56665,-6.145779735,106.2947673
56670,-6.145756849,106.2947284
56675,-6.145734007,106.2946894
56680,-6.145711275,106.2946503
56685,-6.145688542,106.2946113
56690,-6.145665955,106.2945721
56695,-6.145643413,106.2945329
56700,-6.145620925,106.2944938
56705,-6.145598591,106.2944545
56710,-6.145576257,106.2944152
56715,-6.145554076,106.2943758
56720,-6.145531942,106.2943364
56725,-6.145509888,106.294297
56730,-6.145488098,106.2942574
56735,-6.145466298,106.2942178
56740,-6.145444643,106.2941781
56745,-6.145423034,106.2941384
56750,-6.145401533,106.2940987
56755,-6.145380358,106.2940588
56760,-6.145359174,106.2940189
56765,-6.145338117,106.2939789
56770,-6.145317105,106.2939389
56775,-6.145296138,106.2938988
56780,-6.145275335,106.2938587
56785,-6.145254531,106.2938186
56790,-6.145233909,106.2937784
56795,-6.145213359,106.2937382
56800,-6.145192854,106.2936979
56805,-6.145172467,106.2936576
56810,-6.145152089,106.2936172
56815,-6.145131855,106.2935768
56820,-6.145111677,106.2935364
56825,-6.145091579,106.2934959
56830,-6.145071726,106.2934553
56835,-6.145051864,106.2934147
56840,-6.145032102,106.2933741
56845,-6.145012367,106.2933335
56850,-6.144992695,106.2932928
56855,-6.144973259,106.293252
56860,-6.144953813,106.2932112
56865,-6.144934468,106.2931703
56870,-6.144915167,106.2931295
56875,-6.144895957,106.2930886
56880,-6.144877091,106.2930475
56885,-6.144858234,106.2930065
56890,-6.144839531,106.2929653
56895,-6.1448209,106.2929242
56900,-6.144802315,106.292883
56905,-6.144783893,106.2928417
56910,-6.14476547,106.2928005
56915,-6.144747229,106.2927591
56920,-6.144729069,106.2927177
56925,-6.144710918,106.2926764
56930,-6.144692849,106.2926349
56935,-6.144674771,106.2925935
56940,-6.144656846,106.292552
56945,-6.144638994,106.2925105
56950,-6.144621233,106.292469
56955,-6.144603833,106.2924273
56960,-6.144586434,106.2923856
56965,-6.144568772,106.292344
56970,-6.144550974,106.2923025
56975,-6.144533448,106.2922608
56980,-6.144517144,106.2922187
56985,-6.144500831,106.2921765
56990,-6.144484419,106.2921344
56995,-6.144467961,106.2920924
57000,-6.144451548,106.2920503
57005,-6.144435353,106.2920081
57010,-6.144419157,106.2919659
57015,-6.14440317,106.2919236
57020,-6.144387292,106.2918813
57025,-6.144371449,106.291839
57030,-6.144355806,106.2917966
57035,-6.144340163,106.2917542
57040,-6.144324628,106.2917118
57045,-6.144309148,106.2916693
57050,-6.144293713,106.2916269
57055,-6.144278549,106.2915843
57060,-6.144263386,106.2915418
57065,-6.144248512,106.2914991
57070,-6.144233801,106.2914564
57075,-6.144219117,106.2914136
57080,-6.144204578,106.2913708
57085,-6.144190049,106.2913281
57090,-6.144175627,106.2912852
57095,-6.144161278,106.2912424
57100,-6.144146975,106.2911995
57105,-6.144132997,106.2911566
57110,-6.144119028,106.2911136
57115,-6.144105186,106.2910706
57120,-6.144091417,106.2910276
57125,-6.144077701,106.2909845
57130,-6.144064321,106.2909413
57135,-6.144050931,106.2908982
57140,-6.144037723,106.290855
57145,-6.144024605,106.2908117
57150,-6.144011505,106.2907685
57155,-6.143998514,106.2907252
57160,-6.143985513,106.290682
57165,-6.143972631,106.2906386
57170,-6.143959838,106.2905953
57175,-6.143947064,106.290552
57180,-6.143934535,106.2905086
57185,-6.143922005,106.2904651
57190,-6.143909593,106.2904217
57195,-6.143897262,106.2903782
57200,-6.143885004,106.2903347
57205,-6.143873542,106.290291
57210,-6.14386208,106.2902473
57215,-6.143850618,106.2902036
57220,-6.143839157,106.2901599
57225,-6.143827722,106.2901162
57230,-6.143816667,106.2900724
57235,-6.143805604,106.2900286
57240,-6.143794721,106.2899847
57245,-6.143783992,106.2899409
57250,-6.143773299,106.289897
57255,-6.143763294,106.2898529
57260,-6.14375328,106.2898088
57265,-6.143743474,106.2897647
57270,-6.143733841,106.2897206
57275,-6.143724198,106.2896765
57280,-6.143714564,106.2896323
57285,-6.14370493,106.2895882
57290,-6.143695287,106.289544
57295,-6.143685653,106.2894999
57300,-6.14367601,106.2894557
57305,-6.143666376,106.2894116
57310,-6.143656742,106.2893675
57315,-6.143647099,106.2893233
57320,-6.143637465,106.2892792
57325,-6.143627831,106.289235
57330,-6.143618188,106.2891909
57335,-6.143608554,106.2891467
57340,-6.143599046,106.2891026
57345,-6.143589657,106.2890584
57350,-6.143580276,106.2890142
57355,-6.143571284,106.2889699
57360,-6.143562302,106.2889256
57365,-6.143553428,106.2888813
57370,-6.143544662,106.288837
57375,-6.143535897,106.2887927
57380,-6.143527141,106.2887484
57385,-6.143518375,106.288704
57390,-6.143509936,106.2886596
57395,-6.143501768,106.2886152
57400,-6.143493617,106.2885708
57405,-6.14348611,106.2885262
57410,-6.143478602,106.2884817
57415,-6.143471149,106.2884371
57420,-6.143463758,106.2883925
57425,-6.143456377,106.288348
57430,-6.143449412,106.2883033
57435,-6.143442457,106.2882587
57440,-6.14343551,106.288214
57445,-6.143428581,106.2881694
57450,-6.143421652,106.2881247
57455,-6.143415049,106.28808
57460,-6.143408446,106.2880353
57465,-6.143401889,106.2879906
57470,-6.143395385,106.2879459
57475,-6.143388882,106.2879012
57480,-6.143383038,106.2878564
57485,-6.143377195,106.2878116
57490,-6.143371587,106.2877668
57495,-6.143366224,106.2877219
57500,-6.14336086,106.2876771
57505,-6.143355741,106.2876322
57510,-6.143350631,106.2875873
57515,-6.143345674,106.2875424
57520,-6.14334088,106.2874974
57525,-6.143336087,106.2874525
57530,-6.143331492,106.2874076
57535,-6.143326897,106.2873626
57540,-6.14332242,106.2873177
57545,-6.143318097,106.2872727
57550,-6.143313764,106.2872277
57555,-6.14330964,106.2871827
57560,-6.143305525,106.2871377
57565,-6.1433015,106.2870927
57570,-6.143297566,106.2870477
57575,-6.14329364,106.2870027
57580,-6.143290212,106.2869577
57585,-6.143286821,106.2869126
57590,-6.143283501,106.2868676
57595,-6.143280273,106.2868225
57600,-6.143277044,106.2867774
57605,-6.143274095,106.2867323
57610,-6.143271165,106.2866873
57615,-6.143268361,106.2866422
57620,-6.143265721,106.2865971
57625,-6.143263089,106.286552
57630,-6.143260602,106.2865068
57635,-6.143258123,106.2864617
57640,-6.143255763,106.2864166
57645,-6.143253547,106.2863715
57650,-6.143251331,106.2863264
57655,-6.143249459,106.2862812
57660,-6.143247614,106.2862361
57665,-6.143245887,106.2861909
57670,-6.143244322,106.2861458
57675,-6.143242758,106.2861006
57680,-6.143241266,106.2860555
57685,-6.143239783,106.2860103
57690,-6.143238453,106.2859652
57695,-6.14323735,106.28592
57700,-6.143236256,106.2858748
57705,-6.143235487,106.2858296
57710,-6.143234754,106.2857845
57715,-6.143234176,106.2857393
57720,-6.143233814,106.2856941
57725,-6.143233452,106.2856489
57730,-6.143233543,106.2856038
57735,-6.143233688,106.2855586
57740,-6.143233923,106.2855134
57745,-6.143234312,106.2854682
57750,-6.143234692,106.285423
57755,-6.143235198,106.2853779
57760,-6.143235732,106.2853327
57765,-6.143236238,106.2852875
57770,-6.143236727,106.2852423
57775,-6.143237206,106.2851972
57780,-6.143237875,106.285152
57785,-6.143238572,106.2851068
57790,-6.14323935,106.2850616
57795,-6.143240263,106.2850165
57800,-6.143241186,106.2849713
57805,-6.143242434,106.2849261
57810,-6.143243736,106.284881
57815,-6.143245038,106.2848358
57820,-6.14324634,106.2847906
57825,-6.143247643,106.2847455
57830,-6.143249243,106.2847003
57835,-6.143250889,106.2846552
57840,-6.143252617,106.28461
57845,-6.143254507,106.2845649
57850,-6.143256388,106.2845198
57855,-6.143258405,106.2844746
57860,-6.143260439,106.2844295
57865,-6.143262565,106.2843844
57870,-6.143264853,106.2843392
57875,-6.14326714,106.2842941
57880,-6.143269447,106.284249
57885,-6.143271744,106.2842039
57890,-6.143274059,106.2841587
57895,-6.143276383,106.2841136
57900,-6.143278707,106.2840685
57905,-6.143281194,106.2840234
57910,-6.143283717,106.2839783
57915,-6.143286285,106.2839332
57920,-6.143288953,106.2838881
57925,-6.143291621,106.283843
57930,-6.143294343,106.2837979
57935,-6.143297083,106.2837528
57940,-6.143299832,106.2837077
57945,-6.143302617,106.2836626
57950,-6.143305402,106.2836175
57955,-6.143308386,106.2835724
57960,-6.143311407,106.2835273
57965,-6.143314427,106.2834822
57970,-6.143317457,106.2834372
57975,-6.143320486,106.2833921
57980,-6.143323488,106.283347
57985,-6.14332649,106.2833019
57990,-6.143329511,106.2832569
57995,-6.143332585,106.2832118
58000,-6.14333566,106.2831667
58005,-6.143338644,106.2831216
58010,-6.143341601,106.2830765
58015,-6.143344576,106.2830315
58020,-6.143347588,106.2829864
58025,-6.14335059,106.2829413
58030,-6.143353692,106.2828962
58035,-6.143356811,106.2828511
58040,-6.143359913,106.2828061
58045,-6.143362969,106.282761
58050,-6.143366026,106.2827159
58055,-6.143369064,106.2826708
58060,-6.143372094,106.2826258
58065,-6.143375105,106.2825807
58070,-6.143378089,106.2825356
58075,-6.143381082,106.2824905
58080,-6.143384193,106.2824454
58085,-6.14338734,106.2824004
58090,-6.143390469,106.2823553
58095,-6.143393579,106.2823102
58100,-6.143396681,106.2822652
58105,-6.143399448,106.2822201
58110,-6.143402143,106.282175
58115,-6.143404982,106.2821299
58120,-6.143408129,106.2820848
58125,-6.143411267,106.2820397
58130,-6.143414233,106.2819946
58135,-6.143417153,106.2819496
58140,-6.143420101,106.2819045
58145,-6.143423094,106.2818594
58150,-6.143426097,106.2818143
58155,-6.143429108,106.2817692
58160,-6.143432119,106.2817242
58165,-6.14343513,106.2816791
58170,-6.143438114,106.281634
58175,-6.143441107,106.2815889
58180,-6.143444127,106.2815438
58185,-6.143447157,106.2814987
58190,-6.143450105,106.2814537
58195,-6.143452899,106.2814086
58200,-6.143455684,106.2813635
58205,-6.143458903,106.2813184
58210,-6.143462149,106.2812733
58215,-6.143465395,106.2812283
58220,-6.143468633,106.2811832
58225,-6.143471879,106.2811382
58230,-6.143474836,106.2810931
58235,-6.143477774,106.281048
58240,-6.143480713,106.2810029
58245,-6.143483652,106.2809578
58250,-6.143486591,106.2809127
58255,-6.143489484,106.2808676
58260,-6.143492369,106.2808226
58265,-6.143495262,106.2807775
58270,-6.143498147,106.2807324
58275,-6.143501031,106.2806873
58280,-6.143503699,106.2806422
58285,-6.143506348,106.2805971
58290,-6.143509007,106.280552
58295,-6.143511656,106.2805069
58300,-6.143514305,106.2804618
58305,-6.143516801,106.2804167
58310,-6.143519288,106.2803716
58315,-6.143521774,106.2803264
58320,-6.143524261,106.2802813
58325,-6.143526756,106.2802362
58330,-6.143529098,106.2801911
58335,-6.143531431,106.280146
58340,-6.143533764,106.2801009
58345,-6.143536097,106.2800557
58350,-6.143538439,106.2800106
58355,-6.143540292,106.2799655
58360,-6.143542128,106.2799203
58365,-6.143543963,106.2798752
58370,-6.143545789,106.2798301
58375,-6.143547625,106.2797849
58380,-6.143549198,106.2797398
58385,-6.143550762,106.2796946
58390,-6.143552317,106.2796494
58395,-6.143553881,106.2796043
58400,-6.143555446,106.2795591
58405,-6.143556675,106.279514
58410,-6.143557887,106.2794688
58415,-6.143559098,106.2794236
58420,-6.143560309,106.2793785
58425,-6.143561521,106.2793333
58430,-6.143562389,106.2792881
58435,-6.143563238,106.279243
58440,-6.143564088,106.2791978
58445,-6.143564938,106.2791526
58450,-6.143565787,106.2791075
58455,-6.143566248,106.2790623
58460,-6.143566682,106.2790171
58465,-6.143567115,106.2789719
58470,-6.143567549,106.2789267
58475,-6.143567982,106.2788816
58480,-6.143567892,106.2788364
58485,-6.143567764,106.2787912
58490,-6.143567628,106.278746
58495,-6.143567501,106.2787008
58500,-6.143567374,106.2786557
58505,-6.143566668,106.2786105
58510,-6.143565935,106.2785653
58515,-6.143565193,106.2785201
58520,-6.14356446,106.278475
58525,-6.143563727,106.2784298
58530,-6.143562469,106.2783846
58535,-6.143561184,106.2783395
58540,-6.143559908,106.2782943
58545,-6.143558623,106.2782491
58550,-6.143557339,106.278204
58555,-6.143555457,106.2781588
58560,-6.143553539,106.2781137
58565,-6.143551621,106.2780686
58570,-6.143549703,106.2780234
58575,-6.143547785,106.2779783
58580,-6.143545424,106.2779332
58585,-6.143543026,106.277888
58590,-6.143540638,106.2778429
58595,-6.143538249,106.2777978
58600,-6.143535861,106.2777527
58605,-6.143532912,106.2777076
58610,-6.143529927,106.2776625
58615,-6.14352695,106.2776174
58620,-6.143523965,106.2775724
58625,-6.143520988,106.2775273
58630,-6.143517424,106.2774822
58635,-6.143513833,106.2774372
58640,-6.14351025,106.2773922
58645,-6.143506659,106.2773471
58650,-6.143503067,106.2773021
58655,-6.143499015,106.2772571
58660,-6.143494935,106.2772121
58665,-6.143490864,106.2771671
58670,-6.143486784,106.2771221
58675,-6.143482713,106.2770771
58680,-6.143478027,106.2770322
58685,-6.143473305,106.2769872
58690,-6.143468582,106.2769423
58695,-6.14346386,106.2768974
58700,-6.143459138,106.2768524
58705,-6.143453927,106.2768076
58710,-6.143448689,106.2767627
58715,-6.143443442,106.2767178
58720,-6.143438204,106.2766729
58725,-6.143432966,106.2766281
58730,-6.143427177,106.2765832
58735,-6.14342136,106.2765384
58740,-6.143415534,106.2764936
58745,-6.143409717,106.2764488
58750,-6.1434039,106.276404
58755,-6.143397613,106.2763593
58760,-6.143391298,106.2763145
58765,-6.143384983,106.2762698
58770,-6.143378669,106.2762251
58775,-6.143372354,106.2761803
58780,-6.143365452,106.2761357
58785,-6.143358522,106.276091
58790,-6.143351583,106.2760464
58795,-6.143344644,106.2760017
58800,-6.143337715,106.2759571
58805,-6.143330342,106.2759125
58810,-6.143322941,106.275868
58815,-6.14331555,106.2758234
58820,-6.14330815,106.2757788
58825,-6.14330075,106.2757342
58830,-6.14329277,106.2756898
58835,-6.143284755,106.2756453
58840,-6.143276739,106.2756008
58845,-6.143268724,106.2755564
58850,-6.143260708,106.2755119
58855,-6.143252132,106.2754675
58860,-6.143243519,106.2754232
58865,-6.143234897,106.2753788
58870,-6.143226284,106.2753345
58875,-6.143217672,106.2752901
58880,-6.143208598,106.2752459
58885,-6.143199496,106.2752016
58890,-6.143190395,106.2751574
58895,-6.143181294,106.2751131
58900,-6.143172192,106.2750689
58905,-6.143162539,106.2750247
58910,-6.143152867,106.2749806
58915,-6.143143187,106.2749364
58920,-6.143133506,106.2748923
58925,-6.143123826,106.2748482
58930,-6.143113639,106.2748042
58935,-6.143103415,106.2747601
58940,-6.143093192,106.2747161
58945,-6.143082968,106.2746721
58950,-6.143072745,106.2746281
58955,-6.143062123,106.2745842
58960,-6.143051475,106.2745403
58965,-6.143040826,106.2744964
58970,-6.143030177,106.2744525
58975,-6.143019528,106.2744086
58980,-6.143008346,106.2743648
58985,-6.142997136,106.274321
58990,-6.142985917,106.2742772
58995,-6.142974698,106.2742335
59000,-6.142963479,106.2741897
59005,-6.142951907,106.274146
59010,-6.142940308,106.2741024
59015,-6.142928709,106.2740587
59020,-6.14291711,106.274015
59025,-6.142905502,106.2739714
59030,-6.14289346,106.2739278
59035,-6.142881381,106.2738843
59040,-6.142869311,106.2738407
59045,-6.142857233,106.2737972
59050,-6.142845154,106.2737537
59055,-6.142833084,106.2737101
59060,-6.142821006,106.2736666
59065,-6.142808927,106.273623
59070,-6.142796857,106.2735795
59075,-6.142784779,106.273536
59080,-6.142772148,106.2734926
59085,-6.142759481,106.2734492
59090,-6.142746814,106.2734058
59095,-6.142734147,106.2733625
59100,-6.14272148,106.2733191
59105,-6.142708605,106.2732758
59110,-6.142695721,106.2732325
59115,-6.142682836,106.2731892
59120,-6.142669943,106.2731459
59125,-6.142657059,106.2731025
59130,-6.142644003,106.2730593
59135,-6.142630937,106.273016
59140,-6.142617881,106.2729728
59145,-6.142604816,106.2729295
59150,-6.142591751,106.2728863
59155,-6.142578568,106.2728431
59160,-6.142565385,106.2727998
59165,-6.142552193,106.2727566
59170,-6.14253901,106.2727134
59175,-6.142525818,106.2726702
59180,-6.14251249,106.272627
59185,-6.142499163,106.2725838
59190,-6.142485835,106.2725407
59195,-6.142472498,106.2724975
59200,-6.14245917,106.2724543
59205,-6.142445797,106.2724112
59210,-6.142432424,106.272368
59215,-6.142419051,106.2723249
59220,-6.142405678,106.2722817
59225,-6.142392296,106.2722385
59230,-6.142378896,106.2721954
